Source,Target,Type,id,label,timeset,weight,book
Dontos-Hollard,Joffrey-Baratheon,Undirected,419,,,10.0,3
Dontos-Hollard,Lothor-Brune,Undirected,420,,,3.0,3
Dontos-Hollard,Moon-Boy,Undirected,421,,,3.0,3
Dontos-Hollard,Petyr-Baelish,Undirected,422,,,4.0,3
Dontos-Hollard,Sansa-Stark,Undirected,423,,,13.0,3
Dontos-Hollard,Tyrion-Lannister,Undirected,424,,,7.0,3
Dontos-Hollard,Willas-Tyrell,Undirected,425,,,3.0,3
Doran-Martell,Gregor-Clegane,Undirected,426,,,3.0,3
Doran-Martell,Oberyn-Martell,Undirected,427,,,4.0,3
Doran-Martell,Tyrion-Lannister,Undirected,428,,,10.0,3
Drogo,Irri,Undirected,429,,,3.0,3
Drogo,Jorah-Mormont,Undirected,430,,,8.0,3
Dunsen,Gregor-Clegane,Undirected,431,,,11.0,3
Dunsen,Ilyn-Payne,Undirected,432,,,6.0,3
Dunsen,Joffrey-Baratheon,Undirected,433,,,6.0,3
Dunsen,Meryn-Trant,Undirected,434,,,6.0,3
Dunsen,Polliver,Undirected,435,,,9.0,3
Dunsen,Rafford,Undirected,436,,,10.0,3
Dunsen,Sandor-Clegane,Undirected,437,,,7.0,3
Dunsen,Tickler,Undirected,438,,,9.0,3
Dywen,Eddison-Tollett,Undirected,439,,,5.0,3
Dywen,Grenn,Undirected,440,,,4.0,3
Dywen,Jeor-Mormont,Undirected,441,,,4.0,3
Dywen,Samwell-Tarly,Undirected,442,,,6.0,3
Eddard-Stark,Gregor-Clegane,Undirected,443,,,3.0,3
Eddard-Stark,Jaime-Lannister,Undirected,444,,,6.0,3
Eddard-Stark,Joffrey-Baratheon,Undirected,445,,,3.0,3
Eddard-Stark,Jon-Snow,Undirected,446,,,4.0,3
Eddard-Stark,Rickon-Stark,Undirected,447,,,8.0,3
Eddard-Stark,Robb-Stark,Undirected,448,,,13.0,3
Eddard-Stark,Robert-Baratheon,Undirected,449,,,7.0,3
Eddard-Stark,Sandor-Clegane,Undirected,450,,,4.0,3
Eddard-Stark,Sansa-Stark,Undirected,451,,,6.0,3
Eddard-Stark,Torrhen-Stark,Undirected,452,,,3.0,3
Eddard-Stark,Tyrion-Lannister,Undirected,453,,,3.0,3
Eddison-Tollett,Grenn,Undirected,454,,,13.0,3
Eddison-Tollett,Jeor-Mormont,Undirected,455,,,5.0,3
Eddison-Tollett,Othell-Yarwyck,Undirected,456,,,3.0,3
Eddison-Tollett,Pypar,Undirected,457,,,5.0,3
Eddison-Tollett,Samwell-Tarly,Undirected,458,,,15.0,3
Eddison-Tollett,Watt,Undirected,459,,,3.0,3
Edmure-Tully,Elmar-Frey,Undirected,460,,,3.0,3
Edmure-Tully,Hoster-Tully,Undirected,461,,,11.0,3
Edmure-Tully,Jaime-Lannister,Undirected,462,,,4.0,3
Edmure-Tully,Lothar-Frey,Undirected,463,,,4.0,3
Edmure-Tully,Marq-Piper,Undirected,464,,,5.0,3
Edmure-Tully,Robb-Stark,Undirected,465,,,34.0,3
Edmure-Tully,Roslin-Frey,Undirected,466,,,15.0,3
Edmure-Tully,Tansy,Undirected,467,,,3.0,3
Edmure-Tully,Tywin-Lannister,Undirected,468,,,3.0,3
Edmure-Tully,Walder-Frey,Undirected,469,,,9.0,3
Edric-Storm,Pylos,Undirected,470,,,9.0,3
Edric-Storm,Robert-Baratheon,Undirected,471,,,3.0,3
Edric-Storm,Shireen-Baratheon,Undirected,472,,,3.0,3
Edric-Storm,Stannis-Baratheon,Undirected,473,,,6.0,3
Elia-Martell,Gregor-Clegane,Undirected,474,,,7.0,3
Elia-Martell,Jaime-Lannister,Undirected,475,,,4.0,3
Elia-Martell,Oberyn-Martell,Undirected,476,,,9.0,3
Elia-Martell,Rhaegar-Targaryen,Undirected,477,,,7.0,3
Elia-Martell,Tyrion-Lannister,Undirected,478,,,6.0,3
Elinor-Tyrell,Megga-Tyrell,Undirected,479,,,8.0,3
Elinor-Tyrell,Sansa-Stark,Undirected,480,,,5.0,3
Ellaria-Sand,Oberyn-Martell,Undirected,481,,,7.0,3
Ellaria-Sand,Tyrion-Lannister,Undirected,482,,,4.0,3
Elmar-Frey,Jaime-Lannister,Undirected,483,,,6.0,3
Elmar-Frey,Robb-Stark,Undirected,484,,,9.0,3
Elmar-Frey,Roose-Bolton,Undirected,485,,,3.0,3
Elmar-Frey,Tywin-Lannister,Undirected,486,,,3.0,3
Elmar-Frey,Walder-Frey,Undirected,487,,,6.0,3
Errok,Grigg,Undirected,488,,,7.0,3
Errok,Jon-Snow,Undirected,489,,,4.0,3
Errok,Styr,Undirected,490,,,3.0,3
Galbart-Glover,Robett-Glover,Undirected,491,,,3.0,3
Galyeon-of-Cuy,Tyrion-Lannister,Undirected,492,,,3.0,3
Garlan-Tyrell,Joffrey-Baratheon,Undirected,493,,,6.0,3
Garlan-Tyrell,Leonette-Fossoway,Undirected,494,,,3.0,3
Garlan-Tyrell,Loras-Tyrell,Undirected,495,,,6.0,3
Garlan-Tyrell,Sansa-Stark,Undirected,496,,,5.0,3
Garlan-Tyrell,Tyrion-Lannister,Undirected,497,,,11.0,3
Garlan-Tyrell,Willas-Tyrell,Undirected,498,,,3.0,3
Gawen-Westerling,Jeyne-Westerling,Undirected,499,,,3.0,3
Gawen-Westerling,Sybell-Spicer,Undirected,500,,,3.0,3
Gendel,Gorne,Undirected,501,,,3.0,3
Gendel,Jon-Snow,Undirected,502,,,3.0,3
Gendry,Greenbeard,Undirected,503,,,3.0,3
Gendry,Harwin,Undirected,504,,,8.0,3
Gendry,Hot-Pie,Undirected,505,,,30.0,3
Gendry,Lem,Undirected,506,,,9.0,3
Gendry,Merrit,Undirected,507,,,3.0,3
Gendry,Robert-Baratheon,Undirected,508,,,3.0,3
Gendry,Sandor-Clegane,Undirected,509,,,5.0,3
Gendry,Thoros-of-Myr,Undirected,510,,,8.0,3
Gendry,Tom-of-Sevenstreams,Undirected,511,,,10.0,3
Gerold-Hightower,Jaime-Lannister,Undirected,512,,,4.0,3
Gerold-Hightower,Lewyn-Martell,Undirected,513,,,3.0,3
Gilly,Jojen-Reed,Undirected,514,,,3.0,3
Gilly,Jon-Snow,Undirected,515,,,8.0,3
Gilly,Mance-Rayder,Undirected,516,,,6.0,3
Gilly,Meera-Reed,Undirected,517,,,3.0,3
Gilly,Samwell-Tarly,Undirected,518,,,35.0,3
Gilly,Small-Paul,Undirected,519,,,3.0,3
Gorne,Jon-Snow,Undirected,520,,,3.0,3
Grazdan-mo-Eraz,Mero,Undirected,521,,,3.0,3
Greenbeard,Harwin,Undirected,522,,,4.0,3
Greenbeard,Lem,Undirected,523,,,12.0,3
Greenbeard,Thoros-of-Myr,Undirected,524,,,3.0,3
Greenbeard,Tom-of-Sevenstreams,Undirected,525,,,4.0,3
Gregor-Clegane,Helman-Tallhart,Undirected,526,,,3.0,3
Gregor-Clegane,Ilyn-Payne,Undirected,527,,,7.0,3
Gregor-Clegane,Jaime-Lannister,Undirected,528,,,7.0,3
Gregor-Clegane,Joffrey-Baratheon,Undirected,529,,,9.0,3
Gregor-Clegane,Meryn-Trant,Undirected,530,,,6.0,3
Gregor-Clegane,Oberyn-Martell,Undirected,531,,,39.0,3
Gregor-Clegane,Polliver,Undirected,532,,,11.0,3
Gregor-Clegane,Rafford,Undirected,533,,,12.0,3
Gregor-Clegane,Robb-Stark,Undirected,534,,,4.0,3
Gregor-Clegane,Sandor-Clegane,Undirected,535,,,10.0,3
Gregor-Clegane,Tickler,Undirected,536,,,12.0,3
Gregor-Clegane,Tyrion-Lannister,Undirected,537,,,23.0,3
Gregor-Clegane,Tywin-Lannister,Undirected,538,,,5.0,3
Grenn,Jeor-Mormont,Undirected,539,,,7.0,3
Grenn,Jon-Snow,Undirected,540,,,30.0,3
Grenn,Kegs,Undirected,541,,,5.0,3
Grenn,Owen,Undirected,542,,,4.0,3
Grenn,Pypar,Undirected,543,,,28.0,3
Grenn,Samwell-Tarly,Undirected,544,,,43.0,3
Grenn,Small-Paul,Undirected,545,,,3.0,3
Grey-Worm,Jorah-Mormont,Undirected,546,,,4.0,3
Grigg,Jarl,Undirected,547,,,3.0,3
Grigg,Jon-Snow,Undirected,548,,,5.0,3
Grisel,Petyr-Baelish,Undirected,549,,,3.0,3
Guncer-Sunglass,Melisandre,Undirected,550,,,4.0,3
Gyles-Rosby,Jalabhar-Xho,Undirected,551,,,4.0,3
Halder,Jon-Snow,Undirected,552,,,3.0,3
Halder,Todder,Undirected,553,,,3.0,3
Hareth-(Moles-Town),Jon-Snow,Undirected,554,,,8.0,3
Hareth-(Moles-Town),Kegs,Undirected,555,,,3.0,3
Hareth-(Moles-Town),Mully,Undirected,556,,,3.0,3
Hareth-(Moles-Town),Satin,Undirected,557,,,5.0,3
Hareth-(Moles-Town),Spare-Boot,Undirected,558,,,3.0,3
Harma,Jarl,Undirected,559,,,3.0,3
Harma,Jon-Snow,Undirected,560,,,7.0,3
Harma,Mance-Rayder,Undirected,561,,,10.0,3
Harma,Rattleshirt,Undirected,562,,,5.0,3
Harma,Styr,Undirected,563,,,4.0,3
Harma,Tormund,Undirected,564,,,4.0,3
Harma,Varamyr,Undirected,565,,,3.0,3
Harma,Weeper,Undirected,566,,,3.0,3
Harwin,Lem,Undirected,567,,,7.0,3
Harwin,Sandor-Clegane,Undirected,568,,,3.0,3
Helman-Tallhart,Randyll-Tarly,Undirected,569,,,3.0,3
Helman-Tallhart,Robett-Glover,Undirected,570,,,4.0,3
High-Septon-(Tyrions),Joffrey-Baratheon,Undirected,571,,,6.0,3
High-Septon-(Tyrions),Pycelle,Undirected,572,,,3.0,3
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,573,,,3.0,3
Hobb,Janos-Slynt,Undirected,574,,,4.0,3
Hobb,Othell-Yarwyck,Undirected,575,,,3.0,3
Hobb,Owen,Undirected,576,,,3.0,3
Hobb,Samwell-Tarly,Undirected,577,,,3.0,3
Hodor,Jojen-Reed,Undirected,578,,,24.0,3
Hodor,Meera-Reed,Undirected,579,,,28.0,3
Hoster-Tully,Jaime-Lannister,Undirected,580,,,4.0,3
Hoster-Tully,Lothar-Frey,Undirected,581,,,5.0,3
Hoster-Tully,Lysa-Arryn,Undirected,582,,,6.0,3
Hoster-Tully,Robb-Stark,Undirected,583,,,4.0,3
Hoster-Tully,Tansy,Undirected,584,,,5.0,3
Hoster-Tully,Vyman,Undirected,585,,,4.0,3
Hot-Pie,Lem,Undirected,586,,,7.0,3
Hot-Pie,Sharna,Undirected,587,,,3.0,3
Hot-Pie,Tom-of-Sevenstreams,Undirected,588,,,4.0,3
Husband,Lem,Undirected,589,,,4.0,3
Ilyn-Payne,Joffrey-Baratheon,Undirected,590,,,9.0,3
Ilyn-Payne,Meryn-Trant,Undirected,591,,,6.0,3
Ilyn-Payne,Polliver,Undirected,592,,,5.0,3
Ilyn-Payne,Rafford,Undirected,593,,,6.0,3
Ilyn-Payne,Sandor-Clegane,Undirected,594,,,5.0,3
Ilyn-Payne,Tickler,Undirected,595,,,6.0,3
Ilyn-Payne,Tyrion-Lannister,Undirected,596,,,6.0,3
Irri,Jhiqui,Undirected,597,,,15.0,3
Irri,Jorah-Mormont,Undirected,598,,,3.0,3
Irri,Missandei,Undirected,599,,,4.0,3
Jack-Be-Lucky,Lem,Undirected,600,,,5.0,3
Jack-Bulwer,Thoros-of-Myr,Undirected,601,,,5.0,3
Jaime-Lannister,Joffrey-Baratheon,Undirected,602,,,21.0,3
Jaime-Lannister,Lem,Undirected,603,,,6.0,3
Jaime-Lannister,Loras-Tyrell,Undirected,604,,,24.0,3
Jaime-Lannister,Lysa-Arryn,Undirected,605,,,3.0,3
Jaime-Lannister,Meryn-Trant,Undirected,606,,,9.0,3
Jaime-Lannister,Oberyn-Martell,Undirected,607,,,3.0,3
Jaime-Lannister,Osmund-Kettleblack,Undirected,608,,,5.0,3
Jaime-Lannister,Qyburn,Undirected,609,,,21.0,3
Jaime-Lannister,Renly-Baratheon,Undirected,610,,,9.0,3
Jaime-Lannister,Rickard-Karstark,Undirected,611,,,4.0,3
Jaime-Lannister,Robb-Stark,Undirected,612,,,17.0,3
Jaime-Lannister,Robert-Baratheon,Undirected,613,,,18.0,3
Jaime-Lannister,Robin-Ryger,Undirected,614,,,9.0,3
Jaime-Lannister,Roose-Bolton,Undirected,615,,,17.0,3
Jaime-Lannister,Rorge,Undirected,616,,,9.0,3
Jaime-Lannister,Sansa-Stark,Undirected,617,,,9.0,3
Jaime-Lannister,Shagwell,Undirected,618,,,4.0,3
Jaime-Lannister,Stannis-Baratheon,Undirected,619,,,6.0,3
Jaime-Lannister,Thoros-of-Myr,Undirected,620,,,3.0,3
Jaime-Lannister,Tommen-Baratheon,Undirected,621,,,10.0,3
Jaime-Lannister,Tyrion-Lannister,Undirected,622,,,33.0,3
Jaime-Lannister,Tywin-Lannister,Undirected,623,,,16.0,3
Jaime-Lannister,Urswyck,Undirected,624,,,11.0,3
Jaime-Lannister,Vargo-Hoat,Undirected,625,,,16.0,3
Jaime-Lannister,Varys,Undirected,626,,,5.0,3
Jaime-Lannister,Walton,Undirected,627,,,18.0,3
Janos-Slynt,Jon-Snow,Undirected,628,,,10.0,3
Janos-Slynt,Mance-Rayder,Undirected,629,,,6.0,3
Janos-Slynt,Othell-Yarwyck,Undirected,630,,,9.0,3
Janos-Slynt,Samwell-Tarly,Undirected,631,,,7.0,3
Janos-Slynt,Stannis-Baratheon,Undirected,632,,,4.0,3
Janos-Slynt,Tyrion-Lannister,Undirected,633,,,5.0,3
Jarl,Jon-Snow,Undirected,634,,,21.0,3
Jarl,Mance-Rayder,Undirected,635,,,8.0,3
Jarl,Rattleshirt,Undirected,636,,,6.0,3
Jarl,Styr,Undirected,637,,,16.0,3
Jarl,Val,Undirected,638,,,5.0,3
Jarl,Ygritte,Undirected,639,,,6.0,3
Jason-Mallister,Tytos-Blackwood,Undirected,640,,,3.0,3
Jeor-Mormont,Jon-Snow,Undirected,641,,,19.0,3
Jeor-Mormont,Lark,Undirected,642,,,3.0,3
Jeor-Mormont,Othell-Yarwyck,Undirected,643,,,3.0,3
Jeor-Mormont,Qhorin-Halfhand,Undirected,644,,,6.0,3
Jeor-Mormont,Samwell-Tarly,Undirected,645,,,23.0,3
Jeor-Mormont,Small-Paul,Undirected,646,,,3.0,3
Jeor-Mormont,Thoren-Smallwood,Undirected,647,,,8.0,3
Jeor-Mormont,Tyrion-Lannister,Undirected,648,,,4.0,3
Jeyne-Westerling,Lothar-Frey,Undirected,649,,,4.0,3
Jeyne-Westerling,Robb-Stark,Undirected,650,,,21.0,3
Jeyne-Westerling,Walder-Frey,Undirected,651,,,5.0,3
Jhiqui,Jorah-Mormont,Undirected,652,,,5.0,3
Jhiqui,Missandei,Undirected,653,,,5.0,3
Jhogo,Rakharo,Undirected,654,,,4.0,3
Joanna-Lannister,Tywin-Lannister,Undirected,655,,,4.0,3
Joffrey-Baratheon,Jon-Snow,Undirected,656,,,4.0,3
Joffrey-Baratheon,Kevan-Lannister,Undirected,657,,,11.0,3
Joffrey-Baratheon,Loras-Tyrell,Undirected,658,,,12.0,3
Joffrey-Baratheon,Mace-Tyrell,Undirected,659,,,10.0,3
Joffrey-Baratheon,Mance-Rayder,Undirected,660,,,5.0,3
Joffrey-Baratheon,Margaery-Tyrell,Undirected,661,,,44.0,3
Joffrey-Baratheon,Melisandre,Undirected,662,,,4.0,3
Joffrey-Baratheon,Meryn-Trant,Undirected,663,,,12.0,3
Joffrey-Baratheon,Mycah,Undirected,664,,,3.0,3
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,665,,,6.0,3
Joffrey-Baratheon,Oberyn-Martell,Undirected,666,,,8.0,3
Joffrey-Baratheon,Olenna-Redwyne,Undirected,667,,,3.0,3
Joffrey-Baratheon,Osmund-Kettleblack,Undirected,668,,,9.0,3
Joffrey-Baratheon,Paxter-Redwyne,Undirected,669,,,5.0,3
Joffrey-Baratheon,Petyr-Baelish,Undirected,670,,,8.0,3
Joffrey-Baratheon,Polliver,Undirected,671,,,6.0,3
Joffrey-Baratheon,Pycelle,Undirected,672,,,9.0,3
Joffrey-Baratheon,Rafford,Undirected,673,,,6.0,3
Joffrey-Baratheon,Renly-Baratheon,Undirected,674,,,5.0,3
Joffrey-Baratheon,Robb-Stark,Undirected,675,,,14.0,3
Joffrey-Baratheon,Robert-Baratheon,Undirected,676,,,9.0,3
Joffrey-Baratheon,Sandor-Clegane,Undirected,677,,,16.0,3
Joffrey-Baratheon,Sansa-Stark,Undirected,678,,,53.0,3
Joffrey-Baratheon,Selyse-Florent,Undirected,679,,,3.0,3
Joffrey-Baratheon,Shae,Undirected,680,,,3.0,3
Joffrey-Baratheon,Shireen-Baratheon,Undirected,681,,,3.0,3
Joffrey-Baratheon,Stannis-Baratheon,Undirected,682,,,17.0,3
Joffrey-Baratheon,Tickler,Undirected,683,,,6.0,3
Joffrey-Baratheon,Tommen-Baratheon,Undirected,684,,,20.0,3
Joffrey-Baratheon,Tyrion-Lannister,Undirected,685,,,95.0,3
Joffrey-Baratheon,Tywin-Lannister,Undirected,686,,,23.0,3
Joffrey-Baratheon,Varys,Undirected,687,,,6.0,3
Jojen-Reed,Meera-Reed,Undirected,689,,,34.0,3
Jojen-Reed,Samwell-Tarly,Undirected,690,,,10.0,3
Jon-Arryn,Lysa-Arryn,Undirected,691,,,4.0,3
Jon-Arryn,Robert-Arryn,Undirected,692,,,3.0,3
Jon-Arryn,Robert-Baratheon,Undirected,693,,,4.0,3
Jon-Snow,Kegs,Undirected,694,,,5.0,3
Jon-Snow,Mag-Mar-Tun-Doh-Weg,Undirected,695,,,3.0,3
Jon-Snow,Mance-Rayder,Undirected,696,,,83.0,3
Jon-Snow,Melisandre,Undirected,697,,,9.0,3
Jon-Snow,Mully,Undirected,698,,,4.0,3
Jon-Snow,Orell,Undirected,699,,,6.0,3
Jon-Snow,Owen,Undirected,700,,,14.0,3
Jon-Snow,Pypar,Undirected,701,,,27.0,3
Jon-Snow,Qhorin-Halfhand,Undirected,702,,,23.0,3
Jon-Snow,Rattleshirt,Undirected,703,,,23.0,3
Jon-Snow,Robb-Stark,Undirected,704,,,12.0,3
Jon-Snow,Robert-Baratheon,Undirected,705,,,5.0,3
Jon-Snow,Ryk,Undirected,706,,,11.0,3
Jon-Snow,Samwell-Tarly,Undirected,707,,,50.0,3
Jon-Snow,Satin,Undirected,708,,,33.0,3
Jon-Snow,Spare-Boot,Undirected,709,,,5.0,3
Jon-Snow,Stannis-Baratheon,Undirected,710,,,12.0,3
Jon-Snow,Styr,Undirected,711,,,40.0,3
Jon-Snow,Theon-Greyjoy,Undirected,712,,,8.0,3
Jon-Snow,Tormund,Undirected,713,,,23.0,3
Jon-Snow,Val,Undirected,714,,,11.0,3
Jon-Snow,Varamyr,Undirected,715,,,7.0,3
Jon-Snow,Ygritte,Undirected,716,,,54.0,3
Jon-Snow,Zei,Undirected,717,,,3.0,3
Jon-Umber-(Greatjon),Jon-Umber-(Smalljon),Undirected,718,,,4.0,3
Jon-Umber-(Greatjon),Maege-Mormont,Undirected,719,,,3.0,3
Jon-Umber-(Greatjon),Rickard-Karstark,Undirected,720,,,7.0,3
Jon-Umber-(Greatjon),Robb-Stark,Undirected,721,,,15.0,3
Jon-Umber-(Greatjon),Robin-Flint,Undirected,722,,,3.0,3
Jon-Umber-(Greatjon),Walder-Frey,Undirected,723,,,4.0,3
Jon-Umber-(Greatjon),Wendel-Manderly,Undirected,724,,,3.0,3
Jon-Umber-(Smalljon),Robb-Stark,Undirected,725,,,5.0,3
Jonothor-Darry,Lewyn-Martell,Undirected,726,,,3.0,3
Jonothor-Darry,Oswell-Whent,Undirected,727,,,3.0,3
Jorah-Mormont,Mero,Undirected,728,,,9.0,3
Jorah-Mormont,Missandei,Undirected,729,,,3.0,3
Jorah-Mormont,Rhaegar-Targaryen,Undirected,730,,,5.0,3
Joramun,Mance-Rayder,Undirected,731,,,3.0,3
Kegs,Owen,Undirected,732,,,5.0,3
Kegs,Pypar,Undirected,733,,,3.0,3
Kegs,Satin,Undirected,734,,,4.0,3
Kegs,Spare-Boot,Undirected,735,,,4.0,3
Kella,Sansa-Stark,Undirected,736,,,3.0,3
Kevan-Lannister,Lancel-Lannister,Undirected,737,,,7.0,3
Kevan-Lannister,Pycelle,Undirected,738,,,3.0,3
Kevan-Lannister,Sansa-Stark,Undirected,739,,,5.0,3
Kevan-Lannister,Tommen-Baratheon,Undirected,740,,,3.0,3
Kevan-Lannister,Tyrion-Lannister,Undirected,741,,,11.0,3
Kevan-Lannister,Tywin-Lannister,Undirected,742,,,15.0,3
Kevan-Lannister,Varys,Undirected,743,,,5.0,3
Kevan-Lannister,Willem-Lannister,Undirected,744,,,3.0,3
Khorane-Sathmantes,Salladhor-Saan,Undirected,745,,,4.0,3
Khorane-Sathmantes,Stannis-Baratheon,Undirected,746,,,3.0,3
Lamprey,Porridge,Undirected,747,,,3.0,3
Lark,Samwell-Tarly,Undirected,748,,,3.0,3
Lark,Small-Paul,Undirected,749,,,8.0,3
Lark,Softfoot,Undirected,750,,,3.0,3
Lem,Sandor-Clegane,Undirected,751,,,5.0,3
Lem,Sharna,Undirected,752,,,3.0,3
Lem,Tansy,Undirected,753,,,3.0,3
Lem,Thoros-of-Myr,Undirected,754,,,13.0,3
Lem,Tom-of-Sevenstreams,Undirected,755,,,21.0,3
Lewyn-Martell,Oswell-Whent,Undirected,756,,,3.0,3
Lollys-Stokeworth,Shae,Undirected,757,,,5.0,3
Lollys-Stokeworth,Symon-Silver-Tongue,Undirected,758,,,3.0,3
Lollys-Stokeworth,Tanda-Stokeworth,Undirected,759,,,7.0,3
Lollys-Stokeworth,Tyrion-Lannister,Undirected,760,,,8.0,3
Lollys-Stokeworth,Varys,Undirected,761,,,5.0,3
Loras-Tyrell,Margaery-Tyrell,Undirected,762,,,10.0,3
Loras-Tyrell,Olenna-Redwyne,Undirected,763,,,5.0,3
Loras-Tyrell,Osmund-Kettleblack,Undirected,764,,,4.0,3
Loras-Tyrell,Renly-Baratheon,Undirected,765,,,8.0,3
Loras-Tyrell,Sansa-Stark,Undirected,766,,,13.0,3
Loras-Tyrell,Tyrion-Lannister,Undirected,767,,,10.0,3
Loras-Tyrell,Willas-Tyrell,Undirected,768,,,4.0,3
Lothar-Frey,Marq-Piper,Undirected,769,,,3.0,3
Lothar-Frey,Merrett-Frey,Undirected,770,,,3.0,3
Lothar-Frey,Robb-Stark,Undirected,771,,,12.0,3
Lothar-Frey,Roose-Bolton,Undirected,772,,,3.0,3
Lothar-Frey,Roslin-Frey,Undirected,773,,,4.0,3
Lothar-Frey,Walder-Frey,Undirected,774,,,6.0,3
Lothar-Frey,Walder-Rivers,Undirected,775,,,3.0,3
Lothor-Brune,Petyr-Baelish,Undirected,776,,,5.0,3
Lothor-Brune,Sansa-Stark,Undirected,777,,,6.0,3
Luwin,Nan,Undirected,778,,,5.0,3
Lysa-Arryn,Marillion,Undirected,779,,,10.0,3
Lysa-Arryn,Mathis-Rowan,Undirected,780,,,3.0,3
Lysa-Arryn,Petyr-Baelish,Undirected,781,,,29.0,3
Lysa-Arryn,Robert-Arryn,Undirected,782,,,7.0,3
Lysa-Arryn,Robert-Baratheon,Undirected,783,,,3.0,3
Lysa-Arryn,Sansa-Stark,Undirected,784,,,35.0,3
Lysa-Arryn,Tansy,Undirected,785,,,3.0,3
Lysa-Arryn,Tyrion-Lannister,Undirected,786,,,6.0,3
Lysa-Arryn,Tywin-Lannister,Undirected,787,,,4.0,3
Mace-Tyrell,Margaery-Tyrell,Undirected,788,,,5.0,3
Mace-Tyrell,Oberyn-Martell,Undirected,789,,,15.0,3
Mace-Tyrell,Olenna-Redwyne,Undirected,790,,,3.0,3
Mace-Tyrell,Paxter-Redwyne,Undirected,791,,,4.0,3
Mace-Tyrell,Sansa-Stark,Undirected,792,,,9.0,3
Mace-Tyrell,Stannis-Baratheon,Undirected,793,,,5.0,3
Mace-Tyrell,Tyrion-Lannister,Undirected,794,,,15.0,3
Mace-Tyrell,Tywin-Lannister,Undirected,795,,,10.0,3
Mace-Tyrell,Willas-Tyrell,Undirected,796,,,4.0,3
Maege-Mormont,Robb-Stark,Undirected,797,,,3.0,3
Maegor-I-Targaryen,Varys,Undirected,798,,,3.0,3
Mallador-Locke,Thoren-Smallwood,Undirected,799,,,4.0,3
Mance-Rayder,Pypar,Undirected,800,,,4.0,3
Mance-Rayder,Qhorin-Halfhand,Undirected,801,,,9.0,3
Mance-Rayder,Rattleshirt,Undirected,802,,,12.0,3
Mance-Rayder,Samwell-Tarly,Undirected,803,,,10.0,3
Mance-Rayder,Styr,Undirected,804,,,14.0,3
Mance-Rayder,Thoren-Smallwood,Undirected,805,,,4.0,3
Mance-Rayder,Tormund,Undirected,806,,,20.0,3
Mance-Rayder,Val,Undirected,807,,,8.0,3
Mance-Rayder,Varamyr,Undirected,808,,,6.0,3
Mance-Rayder,Ygritte,Undirected,809,,,14.0,3
Mandon-Moore,Tyrion-Lannister,Undirected,810,,,3.0,3
Mandon-Moore,Varys,Undirected,811,,,3.0,3
Margaery-Tyrell,Olenna-Redwyne,Undirected,812,,,4.0,3
Margaery-Tyrell,Renly-Baratheon,Undirected,813,,,6.0,3
Margaery-Tyrell,Sansa-Stark,Undirected,814,,,34.0,3
Margaery-Tyrell,Tommen-Baratheon,Undirected,815,,,5.0,3
Margaery-Tyrell,Tyrion-Lannister,Undirected,816,,,10.0,3
Margaery-Tyrell,Willas-Tyrell,Undirected,817,,,5.0,3
Marillion,Robert-Arryn,Undirected,818,,,3.0,3
Marillion,Sansa-Stark,Undirected,819,,,12.0,3
Marq-Piper,Robb-Stark,Undirected,820,,,3.0,3
Martyn-Lannister,Tywin-Lannister,Undirected,821,,,3.0,3
Martyn-Lannister,Willem-Lannister,Undirected,822,,,3.0,3
Mathis-Rowan,Paxter-Redwyne,Undirected,823,,,8.0,3
Meera-Reed,Samwell-Tarly,Undirected,824,,,5.0,3
Megga-Tyrell,Sansa-Stark,Undirected,825,,,6.0,3
Melisandre,Salladhor-Saan,Undirected,826,,,6.0,3
Melisandre,Samwell-Tarly,Undirected,827,,,7.0,3
Melisandre,Selyse-Florent,Undirected,828,,,9.0,3
Melisandre,Stannis-Baratheon,Undirected,829,,,38.0,3
Merrett-Frey,Petyr-Baelish,Undirected,830,,,3.0,3
Meryn-Trant,Osmund-Kettleblack,Undirected,831,,,4.0,3
Meryn-Trant,Polliver,Undirected,832,,,5.0,3
Meryn-Trant,Rafford,Undirected,833,,,6.0,3
Meryn-Trant,Sandor-Clegane,Undirected,834,,,5.0,3
Meryn-Trant,Sansa-Stark,Undirected,835,,,3.0,3
Meryn-Trant,Tickler,Undirected,836,,,6.0,3
Meryn-Trant,Tyrion-Lannister,Undirected,837,,,5.0,3
Mordane,Sansa-Stark,Undirected,838,,,4.0,3
Mully,Owen,Undirected,839,,,3.0,3
Mully,Satin,Undirected,840,,,4.0,3
Mully,Spare-Boot,Undirected,841,,,3.0,3
Munda,Tormund,Undirected,842,,,4.0,3
Mycah,Sandor-Clegane,Undirected,843,,,6.0,3
Myrcella-Baratheon,Sansa-Stark,Undirected,844,,,4.0,3
Myrcella-Baratheon,Tommen-Baratheon,Undirected,845,,,7.0,3
Myrcella-Baratheon,Tyrion-Lannister,Undirected,846,,,4.0,3
Nage,Walton,Undirected,847,,,3.0,3
Oberyn-Martell,Sansa-Stark,Undirected,848,,,3.0,3
Oberyn-Martell,Tyrion-Lannister,Undirected,849,,,41.0,3
Oberyn-Martell,Tywin-Lannister,Undirected,850,,,9.0,3
Oberyn-Martell,Viserys-Targaryen,Undirected,851,,,4.0,3
