Source,Target,Type,id,label,timeset,weight,book
Amory-Lorch,Jaime-Lannister,Undirected,66,,,3.0,3
Amory-Lorch,Oberyn-Martell,Undirected,67,,,6.0,3
Amory-Lorch,Tywin-Lannister,Undirected,68,,,4.0,3
Amory-Lorch,Vargo-Hoat,Undirected,69,,,3.0,3
Anders-Yronwood,Oberyn-Martell,Undirected,70,,,3.0,3
Andrew-Estermont,Davos-Seaworth,Undirected,71,,,4.0,3
Andrew-Estermont,Edric-Storm,Undirected,72,,,4.0,3
Andrew-Estermont,Gerald-Gower,Undirected,73,,,3.0,3
Anguy,Arya-Stark,Undirected,74,,,15.0,3
Anguy,Beric-Dondarrion,Undirected,75,,,4.0,3
Anguy,Greenbeard,Undirected,76,,,9.0,3
Anguy,Harwin,Undirected,77,,,7.0,3
Anguy,Husband,Undirected,78,,,3.0,3
Anguy,Lem,Undirected,79,,,22.0,3
Anguy,Sandor-Clegane,Undirected,80,,,3.0,3
Anguy,Sharna,Undirected,81,,,6.0,3
Anguy,Tom-of-Sevenstreams,Undirected,82,,,12.0,3
Arson,Jon-Snow,Undirected,83,,,3.0,3
Arstan,Belwas,Undirected,84,,,25.0,3
Arstan,Daenerys-Targaryen,Undirected,85,,,29.0,3
Arstan,Illyrio-Mopatis,Undirected,86,,,3.0,3
Arstan,Jhiqui,Undirected,87,,,3.0,3
Arstan,Jorah-Mormont,Undirected,88,,,13.0,3
Arstan,Kraznys-mo-Nakloz,Undirected,89,,,3.0,3
Arstan,Mero,Undirected,90,,,7.0,3
Arstan,Rhaegar-Targaryen,Undirected,91,,,7.0,3
Arthur-Dayne,Gerold-Hightower,Undirected,92,,,5.0,3
Arthur-Dayne,Lewyn-Martell,Undirected,93,,,3.0,3
Arthur-Dayne,Rhaegar-Targaryen,Undirected,94,,,3.0,3
Arthur-Dayne,Smiling-Knight,Undirected,95,,,4.0,3
Arya-Stark,Beric-Dondarrion,Undirected,96,,,23.0,3
Arya-Stark,Bran-Stark,Undirected,97,,,9.0,3
Arya-Stark,Brynden-Tully,Undirected,98,,,4.0,3
Arya-Stark,Catelyn-Stark,Undirected,99,,,3.0,3
Arya-Stark,Cersei-Lannister,Undirected,100,,,6.0,3
Arya-Stark,Dunsen,Undirected,101,,,3.0,3
Arya-Stark,Eddard-Stark,Undirected,102,,,6.0,3
Arya-Stark,Elmar-Frey,Undirected,103,,,4.0,3
Arya-Stark,Gendry,Undirected,104,,,46.0,3
Arya-Stark,Greenbeard,Undirected,105,,,9.0,3
Arya-Stark,Gregor-Clegane,Undirected,106,,,6.0,3
Arya-Stark,Harwin,Undirected,107,,,17.0,3
Arya-Stark,Hot-Pie,Undirected,108,,,25.0,3
Arya-Stark,Ilyn-Payne,Undirected,109,,,3.0,3
Arya-Stark,Jaime-Lannister,Undirected,110,,,10.0,3
Arya-Stark,Joffrey-Baratheon,Undirected,111,,,10.0,3
Arya-Stark,Jon-Snow,Undirected,112,,,9.0,3
Arya-Stark,Lem,Undirected,113,,,24.0,3
Arya-Stark,Mad-Huntsman,Undirected,114,,,4.0,3
Arya-Stark,Meryn-Trant,Undirected,115,,,3.0,3
Arya-Stark,Mycah,Undirected,116,,,6.0,3
Arya-Stark,Nan,Undirected,117,,,7.0,3
Arya-Stark,Pate-(Old),Undirected,118,,,4.0,3
Arya-Stark,Polliver,Undirected,119,,,11.0,3
Arya-Stark,Rafford,Undirected,120,,,5.0,3
Arya-Stark,Ravella-Swann,Undirected,121,,,7.0,3
Arya-Stark,Rickon-Stark,Undirected,122,,,8.0,3
Arya-Stark,Robb-Stark,Undirected,123,,,14.0,3
Arya-Stark,Robert-Baratheon,Undirected,124,,,5.0,3
Arya-Stark,Roose-Bolton,Undirected,125,,,8.0,3
Arya-Stark,Sandor-Clegane,Undirected,126,,,48.0,3
Arya-Stark,Sansa-Stark,Undirected,127,,,23.0,3
Arya-Stark,Thoros-of-Myr,Undirected,128,,,21.0,3
Arya-Stark,Tickler,Undirected,129,,,5.0,3
Arya-Stark,Tom-of-Sevenstreams,Undirected,130,,,24.0,3
Arya-Stark,Tyrion-Lannister,Undirected,131,,,7.0,3
Axell-Florent,Davos-Seaworth,Undirected,132,,,21.0,3
Axell-Florent,Lamprey,Undirected,133,,,5.0,3
Axell-Florent,Melisandre,Undirected,134,,,4.0,3
Axell-Florent,Porridge,Undirected,135,,,5.0,3
Axell-Florent,Salladhor-Saan,Undirected,136,,,3.0,3
Axell-Florent,Selyse-Florent,Undirected,137,,,8.0,3
Axell-Florent,Stannis-Baratheon,Undirected,138,,,16.0,3
Azor-Ahai,Stannis-Baratheon,Undirected,139,,,3.0,3
Baelor-I-Targaryen,Cersei-Lannister,Undirected,140,,,3.0,3
Baelor-I-Targaryen,Sansa-Stark,Undirected,141,,,3.0,3
Baelor-I-Targaryen,Tyrion-Lannister,Undirected,142,,,3.0,3
Ballabar,Frenken,Undirected,143,,,4.0,3
Ballabar,Tyrion-Lannister,Undirected,144,,,4.0,3
Balon-Greyjoy,Robb-Stark,Undirected,145,,,6.0,3
Balon-Greyjoy,Stannis-Baratheon,Undirected,146,,,4.0,3
Balon-Greyjoy,Tywin-Lannister,Undirected,147,,,4.0,3
Balon-Swann,Boros-Blount,Undirected,148,,,3.0,3
Balon-Swann,Jaime-Lannister,Undirected,149,,,5.0,3
Balon-Swann,Joffrey-Baratheon,Undirected,150,,,5.0,3
Balon-Swann,Loras-Tyrell,Undirected,151,,,6.0,3
Balon-Swann,Osmund-Kettleblack,Undirected,152,,,3.0,3
Balon-Swann,Tyrion-Lannister,Undirected,153,,,4.0,3
Bannen,Dywen,Undirected,154,,,5.0,3
Bannen,Samwell-Tarly,Undirected,155,,,11.0,3
Barristan-Selmy,Daenerys-Targaryen,Undirected,156,,,5.0,3
Barristan-Selmy,Gerold-Hightower,Undirected,157,,,5.0,3
Barristan-Selmy,Jaime-Lannister,Undirected,158,,,4.0,3
Barristan-Selmy,Jorah-Mormont,Undirected,159,,,5.0,3
Barristan-Selmy,Robert-Baratheon,Undirected,160,,,8.0,3
Bedwyck,Craster,Undirected,161,,,4.0,3
Bedwyck,Dywen,Undirected,162,,,3.0,3
Bedwyck,Eddison-Tollett,Undirected,163,,,4.0,3
Bedwyck,Grenn,Undirected,164,,,4.0,3
Bedwyck,Samwell-Tarly,Undirected,165,,,3.0,3
Belwas,Ben-Plumm,Undirected,166,,,4.0,3
Belwas,Daenerys-Targaryen,Undirected,167,,,28.0,3
Belwas,Illyrio-Mopatis,Undirected,168,,,8.0,3
Belwas,Jhiqui,Undirected,169,,,3.0,3
Belwas,Jorah-Mormont,Undirected,170,,,18.0,3
Belwas,Oznak-zo-Pahl,Undirected,171,,,8.0,3
Ben-Plumm,Daario-Naharis,Undirected,172,,,4.0,3
Ben-Plumm,Daenerys-Targaryen,Undirected,173,,,10.0,3
Benjen-Stark,Bran-Stark,Undirected,174,,,3.0,3
Benjen-Stark,Jeor-Mormont,Undirected,175,,,3.0,3
Benjen-Stark,Jon-Snow,Undirected,176,,,3.0,3
Benjen-Stark,Robert-Baratheon,Undirected,177,,,3.0,3
Beric-Dondarrion,Gendry,Undirected,178,,,4.0,3
Beric-Dondarrion,Gregor-Clegane,Undirected,179,,,3.0,3
Beric-Dondarrion,Harwin,Undirected,180,,,7.0,3
Beric-Dondarrion,Jack-Bulwer,Undirected,181,,,4.0,3
Beric-Dondarrion,Joffrey-Baratheon,Undirected,182,,,3.0,3
Beric-Dondarrion,Lem,Undirected,183,,,14.0,3
Beric-Dondarrion,Sandor-Clegane,Undirected,184,,,15.0,3
Beric-Dondarrion,Thoros-of-Myr,Undirected,185,,,26.0,3
Beric-Dondarrion,Tom-of-Sevenstreams,Undirected,186,,,4.0,3
Big-Boil,Jon-Snow,Undirected,187,,,3.0,3
Big-Boil,Ygritte,Undirected,188,,,3.0,3
Biter,Rorge,Undirected,189,,,3.0,3
Blane,Jeor-Mormont,Undirected,190,,,3.0,3
Boros-Blount,Cersei-Lannister,Undirected,191,,,4.0,3
Boros-Blount,Jaime-Lannister,Undirected,192,,,6.0,3
Boros-Blount,Loras-Tyrell,Undirected,193,,,5.0,3
Boros-Blount,Meryn-Trant,Undirected,194,,,6.0,3
Boros-Blount,Tommen-Baratheon,Undirected,195,,,7.0,3
Boros-Blount,Tyrion-Lannister,Undirected,196,,,6.0,3
Bowen-Marsh,Cotter-Pyke,Undirected,197,,,3.0,3
Bowen-Marsh,Denys-Mallister,Undirected,198,,,5.0,3
Bowen-Marsh,Donal-Noye,Undirected,199,,,4.0,3
Bowen-Marsh,Eddison-Tollett,Undirected,200,,,3.0,3
Bowen-Marsh,Hobb,Undirected,201,,,3.0,3
Bowen-Marsh,Janos-Slynt,Undirected,202,,,10.0,3
Bowen-Marsh,Jeor-Mormont,Undirected,203,,,8.0,3
Bowen-Marsh,Jon-Snow,Undirected,204,,,5.0,3
Bowen-Marsh,Othell-Yarwyck,Undirected,205,,,9.0,3
Bowen-Marsh,Samwell-Tarly,Undirected,206,,,7.0,3
Bran-Stark,Catelyn-Stark,Undirected,207,,,3.0,3
Bran-Stark,Coldhands,Undirected,208,,,4.0,3
Bran-Stark,Eddard-Stark,Undirected,209,,,7.0,3
Bran-Stark,Hodor,Undirected,210,,,71.0,3
Bran-Stark,Joffrey-Baratheon,Undirected,211,,,3.0,3
Bran-Stark,Jojen-Reed,Undirected,212,,,48.0,3
Bran-Stark,Jon-Snow,Undirected,213,,,13.0,3
Bran-Stark,Jon-Umber-(Greatjon),Undirected,214,,,3.0,3
Bran-Stark,Meera-Reed,Undirected,215,,,54.0,3
Bran-Stark,Nan,Undirected,216,,,14.0,3
Bran-Stark,Rickon-Stark,Undirected,217,,,31.0,3
Bran-Stark,Robb-Stark,Undirected,218,,,18.0,3
Bran-Stark,Samwell-Tarly,Undirected,219,,,11.0,3
Bran-Stark,Sansa-Stark,Undirected,220,,,10.0,3
Bran-Stark,Theon-Greyjoy,Undirected,221,,,9.0,3
Brandon-Stark,Eddard-Stark,Undirected,223,,,8.0,3
Brandon-Stark,Rickon-Stark,Undirected,224,,,3.0,3
Brandon-Stark,Robb-Stark,Undirected,225,,,3.0,3
Brella,Sansa-Stark,Undirected,226,,,4.0,3
Brella,Shae,Undirected,227,,,4.0,3
Brenett,Catelyn-Stark,Undirected,228,,,3.0,3
Brienne-of-Tarth,Catelyn-Stark,Undirected,229,,,7.0,3
Brienne-of-Tarth,Cersei-Lannister,Undirected,230,,,5.0,3
Brienne-of-Tarth,Cleos-Frey,Undirected,231,,,12.0,3
Brienne-of-Tarth,Elmar-Frey,Undirected,232,,,6.0,3
Brienne-of-Tarth,Jaime-Lannister,Undirected,233,,,87.0,3
Brienne-of-Tarth,Loras-Tyrell,Undirected,234,,,6.0,3
Brienne-of-Tarth,Qyburn,Undirected,235,,,3.0,3
Brienne-of-Tarth,Robb-Stark,Undirected,236,,,5.0,3
Brienne-of-Tarth,Roose-Bolton,Undirected,237,,,11.0,3
Brienne-of-Tarth,Sansa-Stark,Undirected,238,,,5.0,3
Brienne-of-Tarth,Tyrion-Lannister,Undirected,239,,,4.0,3
Brienne-of-Tarth,Vargo-Hoat,Undirected,240,,,4.0,3
Brienne-of-Tarth,Walton,Undirected,241,,,3.0,3
Bronn,Cersei-Lannister,Undirected,242,,,8.0,3
Bronn,Gregor-Clegane,Undirected,243,,,4.0,3
Bronn,Joffrey-Baratheon,Undirected,244,,,3.0,3
Bronn,Lollys-Stokeworth,Undirected,245,,,3.0,3
Bronn,Mandon-Moore,Undirected,246,,,3.0,3
Bronn,Oberyn-Martell,Undirected,247,,,4.0,3
Bronn,Podrick-Payne,Undirected,248,,,17.0,3
Bronn,Tommen-Baratheon,Undirected,249,,,4.0,3
Bronn,Tyrion-Lannister,Undirected,250,,,32.0,3
Bronn,Tywin-Lannister,Undirected,251,,,3.0,3
Bronn,Varys,Undirected,252,,,4.0,3
Brynden-Tully,Catelyn-Stark,Undirected,253,,,5.0,3
Brynden-Tully,Edmure-Tully,Undirected,254,,,6.0,3
Brynden-Tully,Rickard-Karstark,Undirected,255,,,4.0,3
Brynden-Tully,Robb-Stark,Undirected,256,,,12.0,3
Brynden-Tully,Tywin-Lannister,Undirected,257,,,4.0,3
Brynden-Tully,Walder-Frey,Undirected,258,,,4.0,3
Butterbumps,Olenna-Redwyne,Undirected,259,,,4.0,3
Butterbumps,Sansa-Stark,Undirected,260,,,6.0,3
Byam-Flint,Craster,Undirected,261,,,3.0,3
Catelyn-Stark,Cersei-Lannister,Undirected,262,,,4.0,3
Catelyn-Stark,Cleos-Frey,Undirected,263,,,4.0,3
Catelyn-Stark,Dacey-Mormont,Undirected,264,,,5.0,3
Catelyn-Stark,Desmond-Grell,Undirected,265,,,6.0,3
Catelyn-Stark,Eddard-Stark,Undirected,266,,,7.0,3
Catelyn-Stark,Edmure-Tully,Undirected,267,,,18.0,3
Catelyn-Stark,Elmar-Frey,Undirected,268,,,5.0,3
Catelyn-Stark,Hoster-Tully,Undirected,269,,,16.0,3
Catelyn-Stark,Jaime-Lannister,Undirected,270,,,19.0,3
Catelyn-Stark,Jason-Mallister,Undirected,271,,,5.0,3
Catelyn-Stark,Jeyne-Westerling,Undirected,272,,,13.0,3
Catelyn-Stark,Joffrey-Baratheon,Undirected,273,,,3.0,3
Catelyn-Stark,Jon-Umber-(Greatjon),Undirected,274,,,10.0,3
Catelyn-Stark,Lothar-Frey,Undirected,275,,,3.0,3
Catelyn-Stark,Lysa-Arryn,Undirected,276,,,15.0,3
Catelyn-Stark,Maege-Mormont,Undirected,277,,,6.0,3
Catelyn-Stark,Marq-Piper,Undirected,278,,,3.0,3
Catelyn-Stark,Petyr-Baelish,Undirected,279,,,6.0,3
Catelyn-Stark,Raynald-Westerling,Undirected,280,,,5.0,3
Catelyn-Stark,Rickard-Karstark,Undirected,281,,,6.0,3
Catelyn-Stark,Robb-Stark,Undirected,282,,,48.0,3
Catelyn-Stark,Robin-Ryger,Undirected,283,,,3.0,3
Catelyn-Stark,Rodrik-Cassel,Undirected,284,,,3.0,3
Catelyn-Stark,Roose-Bolton,Undirected,285,,,10.0,3
Catelyn-Stark,Roslin-Frey,Undirected,286,,,7.0,3
Catelyn-Stark,Ryman-Frey,Undirected,287,,,6.0,3
Catelyn-Stark,Sansa-Stark,Undirected,288,,,11.0,3
Catelyn-Stark,Stannis-Baratheon,Undirected,289,,,4.0,3
Catelyn-Stark,Tansy,Undirected,290,,,8.0,3
Catelyn-Stark,Tyrion-Lannister,Undirected,291,,,7.0,3
Catelyn-Stark,Vyman,Undirected,292,,,9.0,3
Catelyn-Stark,Walder-Frey,Undirected,293,,,25.0,3
Cersei-Lannister,Dunsen,Undirected,294,,,6.0,3
Cersei-Lannister,Eddard-Stark,Undirected,295,,,6.0,3
Cersei-Lannister,Elia-Martell,Undirected,296,,,4.0,3
Cersei-Lannister,Ellaria-Sand,Undirected,297,,,4.0,3
Cersei-Lannister,Gregor-Clegane,Undirected,298,,,7.0,3
Cersei-Lannister,Ilyn-Payne,Undirected,299,,,8.0,3
Cersei-Lannister,Jaime-Lannister,Undirected,300,,,35.0,3
Cersei-Lannister,Joffrey-Baratheon,Undirected,301,,,44.0,3
Cersei-Lannister,Kevan-Lannister,Undirected,302,,,5.0,3
Cersei-Lannister,Lancel-Lannister,Undirected,303,,,3.0,3
Cersei-Lannister,Lysa-Arryn,Undirected,304,,,4.0,3
Cersei-Lannister,Mace-Tyrell,Undirected,305,,,6.0,3
Cersei-Lannister,Mandon-Moore,Undirected,306,,,4.0,3
Cersei-Lannister,Margaery-Tyrell,Undirected,307,,,6.0,3
Cersei-Lannister,Meryn-Trant,Undirected,308,,,13.0,3
Cersei-Lannister,Oberyn-Martell,Undirected,309,,,9.0,3
Cersei-Lannister,Olenna-Redwyne,Undirected,310,,,5.0,3
Cersei-Lannister,Osmund-Kettleblack,Undirected,311,,,8.0,3
Cersei-Lannister,Polliver,Undirected,312,,,6.0,3
Cersei-Lannister,Pycelle,Undirected,313,,,4.0,3
Cersei-Lannister,Rafford,Undirected,314,,,6.0,3
Cersei-Lannister,Robert-Baratheon,Undirected,315,,,14.0,3
Cersei-Lannister,Sandor-Clegane,Undirected,316,,,5.0,3
Cersei-Lannister,Sansa-Stark,Undirected,317,,,21.0,3
Cersei-Lannister,Shae,Undirected,318,,,4.0,3
Cersei-Lannister,Tickler,Undirected,319,,,6.0,3
Cersei-Lannister,Tommen-Baratheon,Undirected,320,,,4.0,3
Cersei-Lannister,Tyrion-Lannister,Undirected,321,,,54.0,3
Cersei-Lannister,Tywin-Lannister,Undirected,322,,,20.0,3
Cersei-Lannister,Varys,Undirected,323,,,4.0,3
Cersei-Lannister,Willas-Tyrell,Undirected,324,,,5.0,3
Chataya,Tyrion-Lannister,Undirected,325,,,4.0,3
Chett,Jeor-Mormont,Undirected,326,,,6.0,3
Chett,Lark,Undirected,327,,,9.0,3
Chett,Qhorin-Halfhand,Undirected,328,,,3.0,3
Chett,Samwell-Tarly,Undirected,329,,,4.0,3
Chett,Small-Paul,Undirected,330,,,8.0,3
Cleon,Daenerys-Targaryen,Undirected,331,,,4.0,3
Cleon,Ghael,Undirected,332,,,5.0,3
Cleos-Frey,Jaime-Lannister,Undirected,333,,,25.0,3
Clubfoot-Karl,Craster,Undirected,334,,,6.0,3
Clubfoot-Karl,Samwell-Tarly,Undirected,335,,,3.0,3
Clydas,Hobb,Undirected,336,,,6.0,3
Clydas,Jon-Snow,Undirected,337,,,10.0,3
Clydas,Samwell-Tarly,Undirected,338,,,6.0,3
Coldhands,Gilly,Undirected,339,,,3.0,3
Cotter-Pyke,Denys-Mallister,Undirected,340,,,14.0,3
Cotter-Pyke,Eddison-Tollett,Undirected,341,,,3.0,3
Cotter-Pyke,Jon-Snow,Undirected,342,,,3.0,3
Cotter-Pyke,Othell-Yarwyck,Undirected,343,,,6.0,3
Cotter-Pyke,Pypar,Undirected,344,,,3.0,3
Cotter-Pyke,Samwell-Tarly,Undirected,345,,,10.0,3
Cotter-Pyke,Stannis-Baratheon,Undirected,346,,,5.0,3
Craster,Dirk,Undirected,347,,,6.0,3
Craster,Eddison-Tollett,Undirected,348,,,3.0,3
Craster,Gilly,Undirected,349,,,16.0,3
Craster,Grenn,Undirected,350,,,3.0,3
Craster,Jeor-Mormont,Undirected,351,,,8.0,3
Craster,Jojen-Reed,Undirected,352,,,3.0,3
Craster,Jon-Snow,Undirected,353,,,7.0,3
Craster,Mance-Rayder,Undirected,354,,,6.0,3
Craster,Samwell-Tarly,Undirected,355,,,32.0,3
Craster,Tormund,Undirected,356,,,3.0,3
Cressen,Davos-Seaworth,Undirected,357,,,4.0,3
Daario-Naharis,Daenerys-Targaryen,Undirected,358,,,15.0,3
Daario-Naharis,Drogo,Undirected,359,,,3.0,3
Daario-Naharis,Irri,Undirected,360,,,3.0,3
Daario-Naharis,Jorah-Mormont,Undirected,361,,,10.0,3
Daario-Naharis,Prendahl-na-Ghezn,Undirected,362,,,3.0,3
Daario-Naharis,Sallor,Undirected,363,,,3.0,3
Dacey-Mormont,Maege-Mormont,Undirected,364,,,3.0,3
Dacey-Mormont,Robb-Stark,Undirected,365,,,3.0,3
Daenerys-Targaryen,Drogo,Undirected,366,,,7.0,3
Daenerys-Targaryen,Ghael,Undirected,367,,,3.0,3
Daenerys-Targaryen,Grey-Worm,Undirected,368,,,14.0,3
Daenerys-Targaryen,Groleo,Undirected,369,,,6.0,3
Daenerys-Targaryen,Irri,Undirected,370,,,17.0,3
Daenerys-Targaryen,Jhiqui,Undirected,371,,,17.0,3
Daenerys-Targaryen,Jhogo,Undirected,372,,,4.0,3
Daenerys-Targaryen,Jorah-Mormont,Undirected,373,,,53.0,3
Daenerys-Targaryen,Kraznys-mo-Nakloz,Undirected,374,,,16.0,3
Daenerys-Targaryen,Mero,Undirected,375,,,5.0,3
Daenerys-Targaryen,Missandei,Undirected,376,,,26.0,3
Daenerys-Targaryen,Oznak-zo-Pahl,Undirected,377,,,4.0,3
Daenerys-Targaryen,Rakharo,Undirected,378,,,7.0,3
Daenerys-Targaryen,Rhaegar-Targaryen,Undirected,379,,,13.0,3
Daenerys-Targaryen,Rhaegel-Targaryen,Undirected,380,,,5.0,3
Daenerys-Targaryen,Robert-Baratheon,Undirected,381,,,8.0,3
Daenerys-Targaryen,Viserys-Targaryen,Undirected,382,,,8.0,3
Daeron-I-Targaryen,Shireen-Baratheon,Undirected,383,,,3.0,3
Dalla,Jon-Snow,Undirected,384,,,6.0,3
Dalla,Mance-Rayder,Undirected,385,,,10.0,3
Dalla,Val,Undirected,386,,,7.0,3
Davos-Seaworth,Devan-Seaworth,Undirected,387,,,5.0,3
Davos-Seaworth,Edric-Storm,Undirected,388,,,19.0,3
Davos-Seaworth,Guncer-Sunglass,Undirected,389,,,3.0,3
Davos-Seaworth,Joffrey-Baratheon,Undirected,390,,,10.0,3
Davos-Seaworth,Khorane-Sathmantes,Undirected,391,,,4.0,3
Davos-Seaworth,Lamprey,Undirected,392,,,8.0,3
Davos-Seaworth,Melisandre,Undirected,393,,,40.0,3
Davos-Seaworth,Porridge,Undirected,394,,,6.0,3
Davos-Seaworth,Pylos,Undirected,395,,,15.0,3
Davos-Seaworth,Salladhor-Saan,Undirected,396,,,22.0,3
Davos-Seaworth,Selyse-Florent,Undirected,397,,,6.0,3
Davos-Seaworth,Shireen-Baratheon,Undirected,398,,,9.0,3
Davos-Seaworth,Stannis-Baratheon,Undirected,399,,,52.0,3
Denys-Mallister,Eddison-Tollett,Undirected,400,,,3.0,3
Denys-Mallister,Janos-Slynt,Undirected,401,,,3.0,3
Denys-Mallister,Othell-Yarwyck,Undirected,402,,,4.0,3
Denys-Mallister,Pypar,Undirected,403,,,4.0,3
Denys-Mallister,Samwell-Tarly,Undirected,404,,,14.0,3
Desmond-Grell,Edmure-Tully,Undirected,405,,,4.0,3
Desmond-Grell,Robb-Stark,Undirected,406,,,4.0,3
Desmond-Grell,Utherydes-Wayn,Undirected,407,,,6.0,3
Devan-Seaworth,Pylos,Undirected,408,,,3.0,3
Devan-Seaworth,Stannis-Baratheon,Undirected,409,,,4.0,3
Dick-Follard,Jon-Snow,Undirected,410,,,3.0,3
Dick-Follard,Satin,Undirected,411,,,5.0,3
Dirk,Samwell-Tarly,Undirected,412,,,4.0,3
Donal-Noye,Jeor-Mormont,Undirected,413,,,4.0,3
Donal-Noye,Jon-Snow,Undirected,414,,,33.0,3
Donal-Noye,Mag-Mar-Tun-Doh-Weg,Undirected,415,,,6.0,3
Donal-Noye,Mance-Rayder,Undirected,416,,,3.0,3
Donal-Noye,Qhorin-Halfhand,Undirected,417,,,3.0,3
Donal-Noye,Stannis-Baratheon,Undirected,418,,,4.0,3
